	caption
13071	A young boy in pajamas eats out of a red bowl at a wood table .
13072	a young boy making a big mess on the floor and table while eating cereal
13073	A young boy sits at a table and eats as food is spilled all around .
13074	The boy in blue and white pajamas is sitting at the table eating .
13075	A man in sunglasses sits on rocks .
13076	A man sitting in clear shallow water beside a large rock face .
13077	A person is sitting in a shallow lagoon .
13078	Man with sunglasses sitting in shallow water .
13079	The man with the white t-shirt is sitting in a stream looking at a rock .
13080	A girl in a hate with ear flaps and a sweater .
13081	A teenage girl is wearing a brown hat and a jacket with hearts on .
13082	A woman stands in front of a mountain in the winter .
13083	A young woman is outside in the snow wearing a hat .
13084	The girl stands outside in the cold wearing a warm hat and looking off into the distance .
13085	A woman is sitting in a chair near a brick building .
13086	A woman sits in a blue chair outside a brick house .
13087	The elderly African woman is sitting on a blue chair in front of a rough brick wall .
13088	This woman is sitting in a lawnchair on the sand .
13089	Woman in grey shirt and dark skirt sitting in blue chair with white stars in front of a brick wall .
13090	An aged woman is looking into the camera while the inside of her hut is shown .
13091	An elderly woman is looking at the camera .
13092	an older woman smiling in a small room .
13093	An old person stands in a third world kitchen .
13094	A older person stands near a clay bench and looks into the camera .
13095	A little girl wearing a pink shirt spins on a merry-go-round at a park .
13096	A young girl at a playground
13097	A young girl on a blue and yellow merry-go-round , with a blurry background .
13098	Children in summer clothes play on a turnaround in a sun-dappled park .
13099	two young girls wearing pink shirts ridding on a merry-go-round at a park
13100	The greyhounds are running quickly in this race .
13101	Three dogs racing on racetrack
13102	Three dogs running on a racing track .
13103	Three greyhounds racing on a track
13104	Three racing dogs with masks on their mouths .
13105	A man in a kilt follows a girl and another man in a kilt and holds a girl wearing silver shoes .
13106	Group of people walking around outdoors , one girl is being carried .
13107	One woman is being carried behind three people who are walking on path .
13108	People walking on a sidewalk , with one carrying a female .
13109	These people are walking away from the camera , while one person carries another .
13110	A brown and white dog is jumping a red and yellow pole .
13111	A brown and white dog is jumping over an obstacle
13112	A brown and white dog is jumping over a yellow and red pole .
13113	a brown and white dog jumping over a red and yellow pole
13114	A small white and brown dog is jumping over a horizontal pole .
13115	a brown and white dog swimming towards some in the pool
13116	A dog in a swimming pool swims toward sombody we cannot see .
13117	A dog swims in a pool near a person .
13118	Small dog is paddling through the water in a pool .
13119	The small brown and white dog is in the pool .
13120	A black dog barking .
13121	A black dog has its mouth open while leaning to the side .
13122	A black dog in a flat field attempts to make a turn .
13123	a black dog is running with its mouth open across a grassy field .
13124	The dog ran in the field .
13125	A small kid is about to kick a soccer ball while two other kids are chasing him .
13126	Boys in uniform behind a ball .
13127	Boys playing soccer .
13128	Three boys ( one in red , two in blue , play soccer .
13129	Three young boys are playing soccer on the grass .
13130	A photographer is holding his camera next to an orange barrier beside water .
13131	A photographer is kneeling in front of a railing that is protects falling into water .
13132	A photographer kneels down next to the edge of a dock with his camera .
13133	A smiling photographer
13134	The crouching man is holding a large camera .
13135	A man in a blue shirt and beard looks at something that he is holding .
13136	A man with a bread looking at his camera .
13137	A man with a long white beard is examining a camera and another man with a black shirt is in the background .
13138	An old man adjusts his camera .
13139	An old man is examining his camera while a younger man is singing nearby .
13140	A black dog running towards a camera .
13141	A black dog runs along the grass .
13142	A black dog runs on the grass near to a brown and white dog .
13143	a black dog runs through the dry grass .
13144	Two dogs , one coming toward the camera while one walks in the background .
13145	A girl in a purple tutu dances in the yard .
13146	A little girl in a puffy purple skirt dances in a park .
13147	A young girl twirls her fluffy purple skirt .
13148	Little girl is spinning around on the grass in a flowing purple skirt .
13149	The little girl has a purple dress on .
13150	A black dog is standing with his legs spread wide apart on some sand
13151	A dog plays on a beach .
13152	A dog plays on the beach .
13153	An aggressive dog .
13154	The black and brown dog is standing with its legs apart on the beach .
13155	A boy is pushing another boy on the swings .
13156	A boy pushes another boy on a swing set .
13157	A child pushes another that is sitting in a swing near playground equipment .
13158	One boy is pushing another boy on a swing .
13159	One child pushes another on a swing in a playground .
13160	A man with no shirt and wearing sunglasses is holding a football .
13161	A man with no shirt on is holding a football .
13162	A shirtless man catches a football
13163	A shirtless man playing football on a lawn .
13164	a young topless man wearing sunglasses and shorts is holding a football .
13165	A black and white dog is bounding down white steps .
13166	A black and white dog is running down some white steps .
13167	A small dog jumping some hurdles .
13168	A tri-colored dog is jumping over obstacles .
13169	Dog sits on hurdles .
13170	A man in black shorts is stretching out his leg .
13171	A man practicing a high kick on the cement near the grass .
13172	A young , fit man wearing short does a high right kick in the air .
13173	A young man practices a martial art kicking skill in front of his home in the early morning .
