	caption
8095	a heavy set couple sitting in lawn chair on the grass with a brown dog at their foot 
8096	two men in red shirt appear to be walking on the exterior wall of a decorative building 
8097	men in a khakicolored tent outside in a rundown area 
8098	a girl run past a large model of a heart 
8099	a tan dog walking around in the snow
8100	the girl is playing while four boy look on 
8101	many village in jeep fill a rural roadway 
8102	skateboarder grind a concrete railing 
8103	a youn woman on a man s back walking down a cement path with another couple behind them holding hand 
8104	a man wearing a black jacket looking down 
8105	a man playing baseball  throwing the ball 
8106	a man posing for his photo on a rocky beach 
8107	a little kid in a black shirt and striped pant is playing with the control on a stove 
8108	a young archer aim his bow at a haystack target 
8109	young skateboarder doing a trick in the park 
8110	a blonde woman wearing a hat 
8111	a skateboarder doe a kickflip along the train track 
8112	people enjoy time on boat 
8113	a man on the street wearing leather chap and a chainmail codpiece 
8114	a crowd of people stand looking at somthing in a european courtyard 
8115	a wet dog on a leash is running through some water 
8116	a snowboarder in bright green performing a jump at a competition 
8117	a group camp in a desolate area 
8118	a group of girl in a small blue and red boat with yellow oar
8119	a fashionably dressed woman holding a record in a frame at a used bookstore 
8120	snow cover the ground and a young boy s jacket 
8121	a woman with long hair walking through a meadow
8122	a very large dog laying on a bed with piece of paper all around him 
8123	two woman in black embrace at crowded outdoor event 
8124	a child and an adult looking at each other 
8125	a person wearing grey converse shoe took a picture of the water barely touching their shoe 
8126	two small child stand next to a window display 
8127	a white dog on a leash is wearing a yellow jacket 
8128	a young boy in a red shirt play in a tree 
8129	a smiling family congregate around a water spout in a pasture 
8130	a skateboarder jump midair near a building 
8131	a baby is playing in a walker 
8132	a dog run by the water s edge 
8133	a parasailer splash along the surface of a lake 
8134	a boy hit the ball at a baseball game 
8135	two teenage girl dance in pajama bottom  one holding a paper 
8136	a boy without a shirt on is jumping in the air almost upside down 
8137	a young girl is practicing volleyball in a grass field 
8138	professional motorcycle racer turning a corner
8139	there is a brown dog leaping on the beach 
8140	a man grab the end of a set of bagpipe while another man play 
8141	a person in a red jacket and a red hardhat stand near a mountain 
8142	a blonde woman in a white tank top and sunglass is talking to a man sitting next to boat on a rock surface 
8143	three dog moving through grass 
8144	bikers racing  an orange cone in front 
8145	a crowd of people in the street at night 
8146	a snowboarder is sliding down a cement wall at night 
8147	a brown dog is leaping over a fallen tree in the wood 
8148	two small black dog facing each other with their mouth open 
8149	a light brown dog running through an obstacle course 
8150	a long woman wearing a white helment crossing a chain linked bridge
8151	the dog is leaping into the pond 
8152	dirt bikers on a trail 
8153	black dog run through snow 
8154	a hiker walk down a rocky path towards land with water 
8155	a man wearing a huge backpack and blue jacket with many distant mountain in the background
8156	girl in bikini are playing a game of volleyball near a body of water 
8157	a brown and white dog is jumping up to catch a ball in the park 
8158	two young child eat corndogs 
8159	a boy in a wetsuit on a crowded beach
8160	a woman in a red coat take a picture near marble column at twilight 
8161	the man is standing on the sideline looking at people holding blue sign 
8162	large brown dog playing with soccer ball in snow
8163	a black dog with a red collar stand outside with his paw in water 
8164	a dog leap high in the air while another watch 
8165	the baseball player near the pitching mound are celebrating a the batsman walk away 
8166	climber scaling rock at night 
8167	a man ride a skateboard up the side of an empty pool 
8168	two young kid are in a hut 
8169	girl screaming with bow in her hair 
8170	four girl do backbend while playing outdoors 
8171	two brown dog are playing with a red ball 
8172	a dog is playing in water 
8173	while water droplet fly  a man throw a little boy up in the air 
8174	a greyhound dog running in a race with identifier number six 
8175	orange dog with knotted white rag on grass 
8176	a black and white dog jumping in the air to get a toy 
8177	a man on the edge of a wall about to fall off 
8178	a dog run overtop the dry earth 
8179	woman smile and wave to the camera
8180	four woman competing in beach volleyball beside a large body of water 
8181	four kid are sliding down a mountain of sand 
8182	a dog run through the dry grass 
8183	a boy play in the ocean with a boogie board 
8184	a dog chase after a yellow ball 
8185	two people are on a very small boat on the water with big tree in the background 
8186	on a hot day  three small kid sit in a big container filled with water 
8187	a man pushing a baby stroller at the beach  a woman with a little boy ahead 
8188	two child running in a field 
8189	a brown dog is in the water shaking it head 
8190	a brown dog leap through the snow in a field 
8191	a group of people are shown skydiving a they fall through the sky 
8192	a child is posing with a funny by for the camera by the water 
8193	a girl looking away while holding a jacket 
8194	a man wearing a white shirt  gold cross  and a cowboy hat is standing in front of a roller coaster 
8195	three small dog sniff at somthing 
8196	the skateboarder is jumping in the air 
8197	three dog fight for a green chew toy on a stone walkway 
8198	one lady is drinking something while the other is preoccupied 
8199	a man in a blue jacket is changing the performance information board of a theater 
8200	a woman swing at a softball on a playing field while other player look on 
8201	a group of people gather on a gravel road near a car 
8202	a boy slide down a water slide a another boy run past 
8203	a crowd watch a biker on a wire 
8204	a man with a helmet ride his bike on a bumpy path 
8205	two kid ride an amusement park ride 
8206	a man in a black jacket walk thorugh an asian market 
8207	a white motorcycle is being jumped in the air by a person in a white outfit and crash helmet 
8208	a tan and white dog retrieving a ball on a gravel path 
8209	a little girl is holding flower in her right hand while examining others in her left hand 
8210	a boy ha fallen off of his bike onto the pavement 
8211	a woman ha been knocked down by strong wave in the ocean
8212	two dog play in the water under a bridge 
8213	a little girl wearing sunglass put her foot into the kitchen sink 
